OrderID,CustomerID,ProductID,ProductName,Category,Price,Quantity,OrderDate,DeliveryDate,PaymentMethod
c88ce9e6-ed86-4881-bd1f-1d19981538f5,60007fc5-ee81-46fd-b8ff-62c5d433ca98,ELEC-00003,Laptop B,Electronics,2000,7,1/27/2022,2/2/2022,Cash
6ec586f4-a198-4d70-beb8-47ec30528663,c4a3ecd3-bfe5-4d1c-a7ea-23fd75333fdb,APPL-00012,Freezer,Appliances,800,7,10/3/2020,10/11/2020,Credit Card
485a3dc8-bbb5-404f-bfa6-a0c136b336d8,,ELEC-00004,Tablet A,Electronics,400,3,12/17/2020,12/21/2020,
36d89aa4-989f-4ca5-a84c-bcdc856ef7e1,dbcf5cfb-0da9-492a-abe3-974d3ffab9ef,APPL-00001,Chair,Appliances,50,3,,,Credit Card
3a204e92-45b4-4a84-8240-ca5bfff05234,d36788b2-057e-4c6e-8927-d8c051e15902,CLOT-00004,T-Shirt,Clothes,20,7,8/10/2023,8/10/2023,PayPal
2819366e-7a5c-4664-85da-afd34b4586b2,a7de470e-7299-42ac-be1b-66dd9d52d85b,CLOT-00001,Jacket,Clothes,100,10,3/18/2022,3/22/2022,Cash
546a5c90-96ea-4275-9278-6c92389a6bb6,,CLOT-00005,Pants,Clothes,60,1,3/8/2020,3/17/2020,PayPal
bee21465-dd10-40b8-85c4-5592d017cf30,340ad9a9-4a93-471a-b6e4-e71716004e84,APPL-00002,Table,Appliances,,8,8/27/2023,,Cash
b953bf4f-3d6c-4dd6-bb41-48fae9de4388,566cd0cb-6bcf-49cf-a12f-747c42d2aa75,CLOT-00001,Jacket,Clothes,100,3,10/23/2022,10/28/2022,PayPal
,9efc9d3f-0ae5-4cef-a43d-af2588efb049,ELEC-00002,Laptop A,Electronics,1000,3,,,Cash
,5e2bc6a7-feec-435e-a3a5-47c849c69979,APPL-00011,Microwave,Appliances,200,8,10/17/2023,,PayPal
27219113-9b80-416f-9a47-02d49f9120f6,106bc70d-3112-4a11-bc40-7fe9279e7974,APPL-00012,,Appliances,800,7,12/23/2022,12/28/2022,Cash
c33c6ea4-bdb3-46f2-8d25-20f254345002,2991bfff-8754-4b08-9277-e8303e7d924e,CLOT-00005,Pants,Clothes,60,3,1/22/2023,1/26/2023,PayPal
a08dc614-2009-41fe-8199-9b66dff311d4,13e364d3-9c4a-4cae-b133-0513a136abee,APPL-00003,Wardrobe,Appliances,500,7,11/28/2021,11/30/2021,Credit Card
9a0e0064-69bb-4f16-b614-49682a54988a,1adfd0d3-a6e8-4403-9b5f-afec4ca9ab82,APPL-00002,Table,Appliances,200,4,6/30/2023,7/4/2023,Cash
4aaeb5ab-ac31-4863-bc8f-7b72ec9eff6f,cfbdb261-8bea-47a3-8c68-3a434005d592,INST-00004,Flute,Instruments,,2,5/22/2020,5/29/2020,Cash
,a2abdb58-7df4-4e0f-a0c8-d351fb996ca8,APPL-00003,Wardrobe,Appliances,500,5,,,Cash
9f8b4684-96d2-442b-a248-f2107bf3e4a4,7e0f0823-c017-4527-8721-7c621ae27b9f,INST-00005,Piano,Instruments,5000,4,1/24/2022,1/30/2022,Credit Card
acd75ea3-ac07-4364-9a9d-268e708f7849,c073f4d8-7d30-4938-b5ae-a74a8a925e8e,APPL-00012,Freezer,Appliances,800,2,2/12/2022,2/21/2022,
d1bf4543-5f25-4efd-9941-97fcc2c965ed,67b8efbf-f07a-4640-9dd1-fbd0773d02a2,APPL-00004,Shelves,Appliances,100,2,6/30/2020,7/1/2020,PayPal
,dd960c6a-f4da-4277-a979-401c2917c0a6,ELEC-00002,Laptop A,Electronics,1000,9,11/1/2020,11/9/2020,PayPal
c9f99c5e-b071-4362-8c4c-6840de2a7b22,53798048-6006-428b-95fe-c049399705c0,ELEC-00002,Laptop A,Electronics,1000,1,3/7/2021,3/8/2021,Cash
f634fdd3-076e-4c28-88db-100b0e2e965a,c793f681-20b3-4dfd-b579-e79cf27b2dc0,CLOT-00004,T-Shirt,Clothes,20,10,6/5/2023,,PayPal
10063a2d-ad9e-4b77-9c23-b4746484ab76,10cedc68-109f-44b9-9a35-584f9eee8ffa,INST-00001,Guitar,Instruments,500,10,,,Cash
b8eb04b1-b089-47b6-9bc3-f3b34ee79eb0,c9b82aca-716c-4f2f-a1c9-c29aae3eee94,APPL-00011,Microwave,Appliances,200,8,10/1/2020,10/4/2020,Credit Card
581c08f0-1efc-4a77-bfcf-ae8eed98da0d,6b100f50-b965-4d46-a5fb-1677c4013501,ELEC-00001,Phone X,Electronics,800,3,5/13/2021,5/15/2021,PayPal
2df61e9a-41c1-4745-9151-17c486c29324,76126798-917e-46cf-ab70-fd0cdf020df9,INST-00004,Flute,Instruments,100,6,7/3/2022,7/5/2022,Credit Card
de4dc4eb-e12d-4b65-ae1e-829bb38733c2,3a99e555-3a8e-4bb8-956b-5d612de69526,ELEC-00004,Tablet A,Electronics,400,4,3/10/2022,3/14/2022,Cash
b640d9d8-92e6-4ba6-8038-6d300377a149,ace87069-62e7-4d4d-9bcd-73ccf4c6b885,ELEC-00003,Laptop B,Electronics,2000,9,3/26/2022,,Cash
ab57248a-331f-43d7-91d4-3995b724e945,05334a57-252e-4639-b11d-a3eecc5d2d9a,INST-00001,Guitar,Instruments,500,5,12/9/2020,12/10/2020,Credit Card
b06fc7d5-661a-4982-bf22-728cc2c434c2,61883507-9bd7-47a0-8be6-53709693898e,CLOT-00001,,Clothes,100,6,6/28/2021,7/2/2021,Cash
12c026a1-a3a1-45dd-9e3a-d880db6a2991,e6e8976a-92eb-451e-9162-7310a270ad47,CLOT-00002,Skirt,Clothes,50,1,8/5/2022,8/13/2022,Credit Card
619f9d9c-e3de-4fd0-acc5-320dddba0ef5,dd960c6a-f4da-4277-a979-401c2917c0a6,ELEC-00003,Laptop B,Electronics,2000,9,9/25/2020,10/1/2020,Credit Card
c1d2316a-da47-4d02-948e-a4f64f65d9b3,,CLOT-00003,Shirt,Clothes,30,,2/5/2021,2/10/2021,Credit Card
,dd960c6a-f4da-4277-a979-401c2917c0a6,APPL-00005,Rack,Appliances,50,9,6/20/2023,6/26/2023,Credit Card
46dea4b6-3e1e-4f6a-a29a-1e88eaf4c762,d729fa92-0909-4b06-b125-bf4a9de378dd,APPL-00005,Rack,Appliances,50,7,10/3/2021,10/5/2021,Cash
a89a62e8-33ac-49f9-9ff6-64359791ef36,26913eab-eb41-4c7e-af81-882ede49275b,APPL-00009,Fridge,Appliances,1000,3,11/28/2022,12/3/2022,PayPal
fbc39141-a611-436d-941b-db8696e46313,dd960c6a-f4da-4277-a979-401c2917c0a6,CLOT-00004,T-Shirt,Clothes,20,8,2/12/2023,2/21/2023,
,c90761e0-8874-4e6e-9744-750eb119dbc4,APPL-00003,Wardrobe,Appliances,500,,10/30/2023,,PayPal
8d1785d6-d2cc-40e0-94a9-2ef4a99def97,dd960c6a-f4da-4277-a979-401c2917c0a6,ELEC-00004,Tablet A,Electronics,400,6,,,Credit Card
6a10bcc8-c16f-47c6-a989-233948e2fcd4,1d83238a-e1be-4e1c-9ec5-9828f1b12035,APPL-00011,Microwave,Appliances,200,2,10/18/2020,10/26/2020,Cash
6f419353-4e15-4a16-aa7f-e174329ef6fb,7f02a73a-594d-4d41-b292-3e0f21eac085,CLOT-00001,Jacket,Clothes,100,1,12/9/2022,12/14/2022,PayPal
54e96c9c-9e63-4f5e-bb24-3d31afc16894,81585aa2-347c-4125-9467-b2fff794b47b,APPL-00005,Rack,Appliances,50,7,10/28/2023,11/4/2023,Credit Card
e2f9437e-dd22-4623-a400-607aa3c82a42,49f474c2-cc17-4316-9946-9d929e4ec14c,APPL-00003,Wardrobe,Appliances,500,5,11/10/2021,11/15/2021,Cash
d5dc3925-62d1-4e09-bbd3-678fda951056,64eb192f-b6f0-40e7-abf9-8c15552a75eb,CLOT-00005,Pants,Clothes,60,3,5/1/2021,5/8/2021,
2e80927e-545c-44bf-8188-97bb43f64886,42d0feee-2e3c-4537-9903-edb77e346528,APPL-00007,Bench,Appliances,150,3,1/10/2021,1/17/2021,Cash
b6bf35d4-6198-4f10-9bd2-474b9b958a35,a90eeeb3-8829-4123-a9f9-65bdfa241974,CLOT-00004,T-Shirt,Clothes,20,9,2/7/2021,2/9/2021,
e8010f65-c67d-4d33-a25d-3eb478869661,b73d54b3-52fa-45cf-9546-63a787160b1c,APPL-00002,Table,Appliances,200,5,5/1/2020,5/10/2020,
3a99be38-6bf6-4080-96f0-84bcc9c0bf96,b154f6f6-1efc-43ed-b536-7d8313336450,ELEC-00003,Laptop B,Electronics,2000,2,9/7/2020,9/14/2020,PayPal
,e94f8833-1275-4296-b906-f7394bdb1591,APPL-00006,Stool,Appliances,30,9,4/21/2022,,Credit Card
f010a1c2-fc97-4653-b2e6-b5e63d0b9a9c,fd0615bb-f643-4833-bec7-103e45fc3ddc,INST-00002,Drum,Instruments,1000,9,10/24/2021,11/1/2021,Cash
2da37e54-faae-4bdb-a542-f7f991a96657,9b1c6b39-225e-4a35-91fc-4d70c26a4651,CLOT-00005,,Clothes,60,3,3/4/2020,3/10/2020,PayPal
46f16898-d1cf-43b3-9a73-771cdbf413a0,f0e4a53e-f8a7-44e3-9073-7433184e00b5,APPL-00007,Bench,Appliances,150,6,,,Credit Card
bf306db1-f58e-4a3d-9dbb-f466cd557ae0,51d3cfe4-ec8a-40bb-b825-5e55fb9636fa,APPL-00004,Shelves,Appliances,100,5,4/22/2020,4/29/2020,Credit Card
6e4ea186-ee8c-42df-933b-e6a1f0588f6a,105252d5-61b7-4ff2-9409-86d4ca2c7d71,CLOT-00005,Pants,Clothes,,5,7/7/2020,7/14/2020,Credit Card
6885d703-f713-43e6-b741-9ede3520a574,1d03074d-429e-4ddf-9820-422b44a13701,APPL-00011,Microwave,Appliances,200,3,10/21/2023,10/23/2023,
69ac7c40-5a78-4bee-b8a1-e96299584d39,,APPL-00001,Chair,Appliances,50,6,6/1/2020,6/8/2020,Credit Card
25569a07-5060-411a-9a5f-6526880efdc3,3cff2974-3880-4e43-b169-43f131ccb50d,CLOT-00003,Shirt,Clothes,30,,11/4/2021,11/10/2021,Credit Card
940b81f5-b434-4975-88b1-c20bbac42ef6,e6dde9f3-78dc-40eb-af69-8caad733054e,ELEC-00005,Tablet B,Electronics,800,3,,,Cash
6d11769d-ed43-4512-bfb9-1ce8ea7cd6fa,734dacc7-77b5-45ef-9db6-d557719eff4d,ELEC-00004,Tablet A,Electronics,400,5,8/21/2020,8/24/2020,PayPal
b41c18e6-41a0-46cf-9913-4eb21d6bc6ce,d3ff5922-860a-4eed-b3d4-38d0d39f9351,APPL-00003,Wardrobe,Appliances,500,1,11/18/2023,11/20/2023,Credit Card
edb94f9c-a064-4cd9-be00-c760282105f9,855e9c81-b690-4614-8269-f3c520bf4089,APPL-00009,Fridge,Appliances,1000,2,5/5/2020,5/14/2020,Cash
,babd4fdc-8ac3-4ae9-8efd-179cea707dfd,APPL-00011,Microwave,Appliances,,10,3/19/2020,,Credit Card
93979e92-4da6-48c6-8150-aa701bb95ee7,0630a1c8-819e-491e-abf5-ddcec9b279c7,INST-00003,Bass,Instruments,600,5,,,PayPal
76a2669d-ec9b-48df-80e8-0a1ffbd6c836,2d13d591-97cd-444f-96e4-51d0e95733cf,APPL-00004,Shelves,Appliances,100,1,11/4/2021,11/5/2021,
701c73e9-2aae-4e30-abb1-b3a275a0f0c3,56e61590-91b8-43f0-a40f-c095934fed88,ELEC-00001,Phone X,Electronics,800,7,5/6/2022,5/7/2022,Cash
4decd26a-1c84-4822-a8c9-2025c7a40208,eac658cd-d29b-4ec3-9b25-ab45d9e909c3,INST-00004,Flute,Instruments,100,,4/13/2023,,Credit Card
,5b123ae1-0eee-45bd-be24-34e71ef76f00,APPL-00008,TV,Appliances,1000,2,,,PayPal
4a624e0f-6d54-42e0-8876-d672a7ff8504,18424b8c-de57-455a-a044-96693f1df732,CLOT-00005,Pants,Clothes,60,4,10/17/2021,10/24/2021,Cash
044a872e-52fa-4510-88e4-129dfa2bb9a6,cc97b965-2307-4908-8c48-7664c4896994,CLOT-00003,Shirt,Clothes,30,4,10/7/2020,10/14/2020,Credit Card
0869d353-11b5-4392-a069-4ec940eaa598,75ae22f7-1405-41f2-a2b7-05bd566fb1d3,INST-00003,Bass,Instruments,600,7,8/30/2022,9/5/2022,Credit Card
29412969-d746-4029-a388-e567898f4590,09453a07-48c4-4f8c-9907-09b705960a83,INST-00003,Bass,Instruments,,5,8/16/2022,,
b344ab8d-99c2-46e1-a2e2-328d8f9bbe50,,APPL-00008,,Appliances,1000,4,11/21/2023,11/24/2023,Cash
706ec59f-59b9-440c-8838-f73102a0eaf2,,APPL-00001,Chair,Appliances,50,9,5/9/2021,5/9/2021,Credit Card
43d5e056-56cb-4854-b41c-0dd05c5e2364,62ff9db3-1e04-488c-af6e-be00e50b2fba,INST-00001,Guitar,Instruments,500,4,6/7/2023,6/10/2023,Cash
fc436dd3-516f-4cd5-ac39-4698a20ab1af,9696cc9d-0786-454a-a07f-8df6491974ca,CLOT-00003,Shirt,Clothes,30,2,11/4/2021,11/7/2021,PayPal
e33a95c4-5bd7-4b35-b817-7bc30ed756ea,f8412217-6a15-455d-8ea0-db82391f8b94,CLOT-00005,Pants,Clothes,60,9,8/2/2020,8/4/2020,Cash
7929d2d5-82d7-40b0-8814-e021e6194626,8f3ae13a-273e-4bfc-9a1e-92d9187d4c38,INST-00001,Guitar,Instruments,500,,11/30/2023,12/2/2023,Credit Card
04b2ac27-492f-4653-90a2-32c300be9a36,9f7d924a-eca2-4ca6-8c9f-6387826f0e5e,CLOT-00002,Skirt,Clothes,50,,10/31/2021,,
b3e63c02-a582-4f37-9368-19b768b30478,855e9c81-b690-4614-8269-f3c520bf4089,APPL-00008,TV,Appliances,1000,6,11/7/2022,11/10/2022,Credit Card
2899ccc4-4cad-4935-bb63-9c841fa6dcda,855e9c81-b690-4614-8269-f3c520bf4089,APPL-00006,Stool,Appliances,30,6,12/25/2020,12/31/2020,Credit Card
22bb7bf9-de1c-48cf-8396-2ff500515c0a,af1c28d0-75a1-4a11-abfe-89e4017277e4,CLOT-00003,Shirt,Clothes,30,,10/14/2023,10/19/2023,Credit Card
89ff96bc-b7f2-4c7d-be8d-e93e13b7d898,25c4a67c-90af-49d5-83bf-db854830c325,CLOT-00001,Jacket,Clothes,100,1,6/13/2022,6/18/2022,Credit Card
ffd3b720-b52c-46a2-bbe9-520986f6a81c,45a1fe04-dad1-4db1-8db2-75b3554851ec,CLOT-00001,Jacket,Clothes,100,3,5/30/2021,6/8/2021,Credit Card
9a4056a3-8e57-447d-b5bf-0b96165bdea3,d0987271-439f-41c0-acab-2cd04b48bea9,APPL-00012,Freezer,Appliances,800,3,1/29/2021,2/7/2021,Credit Card
f817ff37-40c0-41a3-841c-64ed9d9fac00,203d56ee-e4c2-4ea5-ba5d-a08684411fc1,ELEC-00004,Tablet A,Electronics,400,5,11/6/2020,11/8/2020,Cash
e183065a-0132-4265-a29d-050df5c42099,aaf23e5d-a546-42ca-8519-82ca2119ae20,INST-00003,Bass,Instruments,600,9,1/31/2021,2/6/2021,PayPal
63f1070a-0ac2-4cf4-aa5e-bf740e8df300,cac81c45-d463-46b7-9f66-b06aec4e26e2,ELEC-00004,Tablet A,Electronics,400,6,4/8/2020,4/10/2020,Credit Card
bc0e262f-1f62-459a-8b63-b294bf5b16a5,b7cce894-bce2-4669-b164-22ce69ae3134,ELEC-00001,,Electronics,800,,,,PayPal
9d7c72db-c0c4-4574-8dfe-a798a5d7fafd,256a4c58-de74-4381-82df-87d805abad51,INST-00003,,Instruments,600,9,2/7/2020,2/16/2020,PayPal
232e1998-c662-4e62-98d8-4c120cf3e488,afe1d4c4-4c69-4b22-8101-f9b6f8080a54,APPL-00010,AC,Appliances,800,3,7/22/2021,7/25/2021,Credit Card
9086468f-7b95-41f8-a38b-5cb84d7ef9e0,a85eb699-f2bc-4ed6-b4e7-2437b21560b3,APPL-00001,Chair,Appliances,50,10,11/11/2021,11/13/2021,PayPal
e88eb7eb-c95f-4722-b8f1-c0c72332f23d,5fc550e3-f260-46f3-9eef-bf58b61fae34,CLOT-00002,Skirt,Clothes,50,6,1/14/2021,1/18/2021,Cash
e42024e1-5859-42a9-b1d9-17f67e738f4f,79de9e2e-fbf6-460f-8e66-4f35f8d24d47,CLOT-00003,Shirt,Clothes,30,10,9/7/2022,9/16/2022,Cash
c11e7e9f-5903-4156-acf0-cd2b66b4479a,b3037d12-5671-40ed-916d-5a167a1c1846,APPL-00001,Chair,Appliances,50,3,9/24/2022,9/30/2022,Cash
,7d36e7fe-37db-44d2-a30d-1d3ee11dd10c,INST-00004,Flute,Instruments,100,1,,,Cash
6a07c7b2-1d2e-4e62-ae13-418930a4f80d,99a3222e-41cd-445b-9942-f3252abc1290,INST-00005,Piano,Instruments,5000,3,,,PayPal
1cb204d6-e6fc-4810-9eeb-69fb1e56729c,07a22370-c0be-422d-abc1-08d45ab5e656,APPL-00003,Wardrobe,Appliances,500,4,12/28/2022,,PayPal
1b262e50-1fb7-45e1-bb8b-d3c5d48f4210,318bafd7-ae6f-4bf2-825f-c02dc98c396d,CLOT-00005,Pants,Clothes,60,2,4/25/2021,4/26/2021,Cash
5d8a30b1-1fa9-4f70-9a6b-1bc83703da68,5e45ca37-41db-462e-804c-a58e373b7696,ELEC-00001,Phone X,Electronics,800,8,6/17/2020,6/18/2020,Credit Card
d2b2ce58-1a3c-4d0c-8e3c-d07ac3bcb4ae,855e9c81-b690-4614-8269-f3c520bf4089,CLOT-00003,Shirt,Clothes,30,6,4/22/2020,,Cash
e67b7741-8fee-4d31-acf8-aea298d228cc,e531866b-0f26-4aa1-ab4c-c83230f4ba4c,INST-00001,Guitar,Instruments,500,1,10/17/2021,10/18/2021,PayPal
5b14a9d1-7ac2-450d-aa2c-8e778218396f,85353261-5838-4084-b460-b5796b987453,CLOT-00005,Pants,Clothes,60,1,,,Credit Card
